Company,Instrument,Credit Rating,1Y Range,% Assets
Northern ARC Capital 2021,Debenture,A+,0.40 - 0.57,1.22
9.6% Aasan Corporate Solutions 2019,Debenture,A+,0.00 - 1.19,1.17
Clix Capital Services 2023,Debenture,AA-,1.17 - 1.60,1.17
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,0.76 - 1.17,1.11
Hero Solar Energy 2022,Debenture,A+,0.00 - 1.11,1.10
L&T Housing Finance 364-D 14/01/2020,Commercial Paper,A1+,0.00 - 1.29,1.10
Tata Realty and Infrastructure 2021,Debenture,AA,0.00 - 1.03,1.02
9.75% Uttar Pradesh Power Corporation 2020,Debenture,A+,0.40 - 1.05,1.01
586. Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct Plan
9.45% Vedanta 2020,Debenture,AA,0.00 - 3.98,3.92
8.25% Vodafone Idea 2020,Bonds/Debentures,A,0.00 - 3.82,3.69
8.96% Dolvi Minerals and Metals 2019,Debenture,A,0.73 - 3.55,3.51
9.6% Renew Power 2021,Debenture,A+,3.32 - 4.57,3.35
JM Financial Credit Solutions 2024,Debenture,AA,0.00 - 2.73,2.68
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 2.37,2.31
9% Indostar Capital Finance 2023,Debenture,AA-,2.19 - 3.00,2.19
8.25% Bharti Airtel 2020,Non Convertible Debenture,AA,0.00 - 1.98,1.98
Indostar Capital Finance 2021,Debenture,AA-,0.00 - 2.30,1.94
Edelweiss Rural & Corporate Services 2021,Debenture,AA-,0.00 - 1.91,1.86
Edelweiss Rural & Corporate Services 2021,Debenture,AA,0.00 - 4.43,1.80
9.6% Piramal Realty 2020,Debenture,A+,0.00 - 1.77,1.74
9.6% Aasan Corporate Solutions 2019,Debenture,A+,0.00 - 1.75,1.72
DLF Home Developers Ltd 88-D 27/12/2019,Commercial Paper,A1,0.00 - 1.70,1.70
12.25% Greenko Wind Projects 2019,Debenture,A+,1.18 - 2.21,1.59
Bharti Telecom 2021,Zero Coupon Bonds,AA+,0.00 - 1.36,1.34
8.1% Shriram Transport Finance 2020,Non Convertible Debenture,AA+,0.00 - 1.25,1.24
Northern ARC Capital 2021,Debenture,A+,0.40 - 0.57,1.22
9.6% Aasan Corporate Solutions 2019,Debenture,A+,0.00 - 1.19,1.17
Clix Capital Services 2023,Debenture,AA-,1.17 - 1.60,1.17
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,0.76 - 1.17,1.11
Hero Solar Energy 2022,Debenture,A+,0.00 - 1.11,1.10
L&T Housing Finance 364-D 14/01/2020,Commercial Paper,A1+,0.00 - 1.29,1.10
Tata Realty and Infrastructure 2021,Debenture,AA,0.00 - 1.03,1.02
9.75% Uttar Pradesh Power Corporation 2020,Debenture,A+,0.40 - 1.05,1.01
587. Franklin Templeton Fixed Maturity Plan Series 3 Plan D (1132 Days) - Direct Plan
7.7% REC 2021,Bonds/NCDs,AAA,8.94 - 10.26,9.89
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,9.68 - 9.78,9.78
HDB Financial Services 2021,Debenture,AAA,9.59 - 9.73,9.73
7.65% SIDBI 2021,Debenture,AAA,8.79 - 9.37,8.79
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,8.75 - 9.35,8.75
7.75% Power Finance Corp. 2021,Debenture,AAA,8.57 - 9.16,8.57
8.19% Mahindra Vehicle Manufacturers 2021,Debenture,AAA,8.52 - 9.26,8.52
7.65% IRFC 2021,Debenture,AAA,6.76 - 7.46,7.29
Fullerton India Credit 2021,Debenture,AAA,7.15 - 7.25,7.15
LIC Housing Fin. 2021,Debenture,AAA,6.00 - 6.07,6.07
M&M Financial Services 2021,Debenture,AAA,4.24 - 4.29,4.28
7.73% HUDCO 2021,Debenture,AAA,3.83 - 4.07,3.83
Kotak Mahindra Prime 2021,Debenture,AAA,2.83 - 2.88,2.88
7.48% Bennet Coleman & Company 2021,Bonds/NCDs,AAA,0.00 - 1.18,1.13
9.3% Fullerton India Credit 2021,Debenture,AAA,0.00 - 0.20,0.19
594. HDFC Banking and PSU Debt Fund - Direct Plan
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,5.77 - 9.61,5.77
9.95% Food Corporation of India 2022,Bonds,AAA,5.36 - 6.88,5.36
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 5.60,5.08
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 4.83,4.21
9.95% Syndicate Bank,Debenture,A+,0.00 - 4.46,3.78
8.58% HDFC 2022,Debenture,AAA,0.00 - 4.22,3.58
8.32% Power Grid Corporation 2020,Bonds,AAA,3.56 - 4.58,3.56
9.3% Tata International,Bonds,A+,3.51 - 5.42,3.51
9% Union Bank of India 2099,Bonds,AA-,3.34 - 4.05,3.34
9.14% Bank of Baroda,Bonds,AA,2.94 - 3.34,3.08
9.39% MTNL 2024,Structured Obligation,AAA,3.02 - 3.80,3.02
7.47% Power Finance Corp. 2021,Bonds,AAA,2.80 - 3.57,2.80
The Bank of Tokyo-Mitsubishi 2019,Certificate of Deposit,A1+,0.00 - 2.77,2.77
8.85% HDFC Bank 2099,Bonds,AA+,1.73 - 2.46,2.26
8.29% MTNL 2024,Bonds,AAA,0.71 - 2.27,2.11
8.8% Export-Import Bank 2023,Bonds,AAA,1.92 - 2.41,1.92
10.49% Bank of Baroda,Bonds,AA-,0.00 - 2.03,1.87
8.5% Bank of Baroda,Bonds,AA,0.00 - 1.88,1.80
7.2% Power Grid Corporation 2021,Bonds,AAA,1.55 - 1.96,1.55
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 1.65,1.49
8.5% SIDBI 2021,Debenture,AAA,1.43 - 1.84,1.43
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 1.57,1.43
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 1.56,1.42
8.37% REC 2020,Bonds,AAA,1.41 - 1.83,1.41
6.72% NTPC 2021,Bonds,AAA,1.40 - 1.76,1.40
595. HDFC Banking and PSU Debt Fund - Regular Plan
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,5.77 - 9.61,5.77
9.95% Food Corporation of India 2022,Bonds,AAA,5.36 - 6.88,5.36
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 5.60,5.08
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 4.83,4.21
9.95% Syndicate Bank,Debenture,A+,0.00 - 4.46,3.78
8.58% HDFC 2022,Debenture,AAA,0.00 - 4.22,3.58
8.32% Power Grid Corporation 2020,Bonds,AAA,3.56 - 4.58,3.56
9.3% Tata International,Bonds,A+,3.51 - 5.42,3.51
9% Union Bank of India 2099,Bonds,AA-,3.34 - 4.05,3.34
9.14% Bank of Baroda,Bonds,AA,2.94 - 3.34,3.08
9.39% MTNL 2024,Structured Obligation,AAA,3.02 - 3.80,3.02
7.47% Power Finance Corp. 2021,Bonds,AAA,2.80 - 3.57,2.80
The Bank of Tokyo-Mitsubishi 2019,Certificate of Deposit,A1+,0.00 - 2.77,2.77
8.85% HDFC Bank 2099,Bonds,AA+,1.73 - 2.46,2.26
8.29% MTNL 2024,Bonds,AAA,0.71 - 2.27,2.11
8.8% Export-Import Bank 2023,Bonds,AAA,1.92 - 2.41,1.92
10.49% Bank of Baroda,Bonds,AA-,0.00 - 2.03,1.87
8.5% Bank of Baroda,Bonds,AA,0.00 - 1.88,1.80
7.2% Power Grid Corporation 2021,Bonds,AAA,1.55 - 1.96,1.55
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 1.65,1.49
8.5% SIDBI 2021,Debenture,AAA,1.43 - 1.84,1.43
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 1.57,1.43
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 1.56,1.42
8.37% REC 2020,Bonds,AAA,1.41 - 1.83,1.41
6.72% NTPC 2021,Bonds,AAA,1.40 - 1.76,1.40
596. HDFC Charity Fund For Cancer Cure - Debt Plan - Direct Plan
JM Fin Asset Reconstruction co 2020,Debenture,AA-,10.70 - 11.89,11.89
Indiabulls Housing Finance 2020,Debenture,AA+,0.00 - 11.56,11.56
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,10.86 - 11.43,11.43
8.87% REC 2020,Bonds,AAA,9.24 - 9.65,9.28
6.73% IRFC 2020,Debenture,AAA,8.06 - 8.54,8.54
7.8% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 9.11,8.28
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,7.79 - 8.18,8.18
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,6.15 - 6.51,6.51
Bajaj Finance 2020,Debenture,AAA,5.27 - 5.86,5.86
8.15% Power Grid Corporation 2020,Debenture,AAA,4.18 - 7.01,4.18
8.5% Tata Housing Devp. Co. 2020,Debenture,AA,2.89 - 3.07,3.07
7.7% HUDCO 2020,Debenture,AAA,0.00 - 2.85,2.85
8.39% Rajasthan State 2020,State Development Loan,SOV,1.49 - 4.63,1.55
7.8834% Bajaj Finance 2020,Debenture,AAA,0.00 - 1.43,1.43
597. HDFC Charity Fund For Cancer Cure - Debt Plan - Regular Plan
JM Fin Asset Reconstruction co 2020,Debenture,AA-,10.70 - 11.89,11.89
Indiabulls Housing Finance 2020,Debenture,AA+,0.00 - 11.56,11.56
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,10.86 - 11.43,11.43
8.87% REC 2020,Bonds,AAA,9.24 - 9.65,9.28
6.73% IRFC 2020,Debenture,AAA,8.06 - 8.54,8.54
7.8% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 9.11,8.28
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,7.79 - 8.18,8.18
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,6.15 - 6.51,6.51
Bajaj Finance 2020,Debenture,AAA,5.27 - 5.86,5.86
8.15% Power Grid Corporation 2020,Debenture,AAA,4.18 - 7.01,4.18
8.5% Tata Housing Devp. Co. 2020,Debenture,AA,2.89 - 3.07,3.07
7.7% HUDCO 2020,Debenture,AAA,0.00 - 2.85,2.85
8.39% Rajasthan State 2020,State Development Loan,SOV,1.49 - 4.63,1.55
7.8834% Bajaj Finance 2020,Debenture,AAA,0.00 - 1.43,1.43
600. HDFC Corporate Bond Fund
6.79% GOI 2027,GOI Securities,SOV,0.00 - 4.50,4.50
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 4.71,4.03
8.79% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 4.30,3.95
8.33% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 3.28,3.11
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 3.41,2.95
7.17% GOI 2028,GOI Securities,SOV,0.00 - 3.40,2.92
8.58% HDFC 2022,Debenture,AAA,0.00 - 2.92,2.61
6.79% GOI 2029,GOI Securities,SOV,0.00 - 2.33,2.27
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 2.36,2.01
8.24% Power Grid Corporation 2029,Debenture,AAA,0.00 - 2.16,2.01
7.27% GOI 2026,GOI Securities,SOV,0.00 - 12.56,1.98
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,1.96 - 2.15,1.96
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 2.05,1.95
1.5% HDFC 2020,Debenture,AAA,1.92 - 2.33,1.92
HDB Financial Services 2020,Zero Coupon Bonds,AAA,1.76 - 2.26,1.77
7.65% M&M Financial Services 2020,Debenture,AAA,1.68 - 1.99,1.68
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 1.85,1.65
7.59% GOI 2026,GOI Securities,SOV,0.00 - 1.59,1.59
8.55% Bank of Baroda 2029,Non Convertible Debenture,AAA,0.00 - 1.71,1.56
6.7% IRFC 2021,Bonds/NCDs,AAA,1.53 - 1.79,1.53
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 1.42,1.35
9.95% Food Corporation of India 2022,Bonds,AAA,1.32 - 2.45,1.32
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 1.35,1.29
8.9% Indiabulls Housing Finance 2021,Bonds,AA+,0.00 - 1.28,1.28
8.55% IRFC 2029,Non Convertible Debenture,AAA,0.00 - 1.30,1.21
601. HDFC Corporate Bond Fund - Direct Plan
6.79% GOI 2027,GOI Securities,SOV,0.00 - 4.50,4.50
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 4.71,4.03
8.79% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 4.30,3.95
8.33% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 3.28,3.11
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 3.41,2.95
7.17% GOI 2028,GOI Securities,SOV,0.00 - 3.40,2.92
8.58% HDFC 2022,Debenture,AAA,0.00 - 2.92,2.61
6.79% GOI 2029,GOI Securities,SOV,0.00 - 2.33,2.27
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 2.36,2.01
8.24% Power Grid Corporation 2029,Debenture,AAA,0.00 - 2.16,2.01
7.27% GOI 2026,GOI Securities,SOV,0.00 - 12.56,1.98
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,1.96 - 2.15,1.96
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 2.05,1.95
1.5% HDFC 2020,Debenture,AAA,1.92 - 2.33,1.92
HDB Financial Services 2020,Zero Coupon Bonds,AAA,1.76 - 2.26,1.77
7.65% M&M Financial Services 2020,Debenture,AAA,1.68 - 1.99,1.68
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 1.85,1.65
7.59% GOI 2026,GOI Securities,SOV,0.00 - 1.59,1.59
8.55% Bank of Baroda 2029,Non Convertible Debenture,AAA,0.00 - 1.71,1.56
6.7% IRFC 2021,Bonds/NCDs,AAA,1.53 - 1.79,1.53
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 1.42,1.35
9.95% Food Corporation of India 2022,Bonds,AAA,1.32 - 2.45,1.32
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 1.35,1.29
8.9% Indiabulls Housing Finance 2021,Bonds,AA+,0.00 - 1.28,1.28
8.55% IRFC 2029,Non Convertible Debenture,AAA,0.00 - 1.30,1.21
602. HDFC Credit Risk Debt Fund - Direct Plan
9.3% Tata International,Bonds,A+,4.10 - 4.77,4.77
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,1.84 - 2.53,2.53
2% Tata Steel 2022,Debenture,AA,1.84 - 2.32,2.32
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,1.90 - 2.29,2.29
7.85% Talwandi Sabo Power 2020,Structured Obligation,AA,1.88 - 2.25,2.25
8.45% Sikka Ports and Terminals 2023,Debenture,AAA,2.00 - 2.24,2.24
Tata Sky 2020,Zero Coupon Bonds,AA,1.63 - 2.10,2.10
8.85% HDFC Bank 2099,Bonds,AA+,2.09 - 2.73,2.10
4% HPCL Mittal Energy 2020,Debenture,AA+,0.00 - 2.00,2.00
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 1.99,1.99
4% HPCL Mittal Energy 2021,Debenture,AA+,0.00 - 1.76,1.76
Tata Power 2021,Bonds/NCDs,AA-,1.51 - 1.76,1.75
8.75% Vedanta 2021,Debenture,AA,1.30 - 1.56,1.56
4% HPCL Mittal Energy 2022,Debenture,AA+,0.00 - 1.52,1.52
9.25% Reliance Jio Infocomm 2024,Debenture,AAA,1.31 - 1.56,1.49
Tata Power 2072,Debenture,AA-,1.20 - 1.41,1.40
8.5% Vedanta 2021,Debenture,AA,1.13 - 1.35,1.35
9.55% Shriram City Union Finance 2021,Non Convertible Debenture,AA,0.00 - 1.33,1.33
Shriram Transport Finance,Non Convertible Debenture,AAA,0.00 - 1.67,1.09
8.95% Punjab National Bank,Bonds,A,0.00 - 1.07,1.07
9.9% Coastal Gujarat Power 2028,Debenture,AA,0.00 - 1.03,1.02
Magma Fincorp 2023,Zero Coupon Bonds,AAA,0.00 - 1.14,0.96
Prism Johnson 2021,Zero Coupon Bonds,A,0.00 - 0.92,0.92
7.5% Tata Motors 2022,Debenture,AA-,0.00 - 0.87,0.87
11.25% Syndicate Bank,Bonds,A+,0.00 - 0.87,0.87
603. HDFC Credit Risk Debt Fund - Regular Plan
9.3% Tata International,Bonds,A+,4.10 - 4.77,4.77
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,1.84 - 2.53,2.53
2% Tata Steel 2022,Debenture,AA,1.84 - 2.32,2.32
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,1.90 - 2.29,2.29
7.85% Talwandi Sabo Power 2020,Structured Obligation,AA,1.88 - 2.25,2.25
8.45% Sikka Ports and Terminals 2023,Debenture,AAA,2.00 - 2.24,2.24
Tata Sky 2020,Zero Coupon Bonds,AA,1.63 - 2.10,2.10
8.85% HDFC Bank 2099,Bonds,AA+,2.09 - 2.73,2.10
4% HPCL Mittal Energy 2020,Debenture,AA+,0.00 - 2.00,2.00
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 1.99,1.99
4% HPCL Mittal Energy 2021,Debenture,AA+,0.00 - 1.76,1.76
Tata Power 2021,Bonds/NCDs,AA-,1.51 - 1.76,1.75
8.75% Vedanta 2021,Debenture,AA,1.30 - 1.56,1.56
4% HPCL Mittal Energy 2022,Debenture,AA+,0.00 - 1.52,1.52
9.25% Reliance Jio Infocomm 2024,Debenture,AAA,1.31 - 1.56,1.49
Tata Power 2072,Debenture,AA-,1.20 - 1.41,1.40
8.5% Vedanta 2021,Debenture,AA,1.13 - 1.35,1.35
9.55% Shriram City Union Finance 2021,Non Convertible Debenture,AA,0.00 - 1.33,1.33
Shriram Transport Finance,Non Convertible Debenture,AAA,0.00 - 1.67,1.09
8.95% Punjab National Bank,Bonds,A,0.00 - 1.07,1.07
9.9% Coastal Gujarat Power 2028,Debenture,AA,0.00 - 1.03,1.02
Magma Fincorp 2023,Zero Coupon Bonds,AAA,0.00 - 1.14,0.96
Prism Johnson 2021,Zero Coupon Bonds,A,0.00 - 0.92,0.92
7.5% Tata Motors 2022,Debenture,AA-,0.00 - 0.87,0.87
11.25% Syndicate Bank,Bonds,A+,0.00 - 0.87,0.87
610. HDFC Dynamic Debt Fund
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 8.31,8.31
9% Union Bank of India 2099,Bonds,AA-,5.54 - 7.60,6.62
7.57% GOI 2033,GOI Securities,SOV,0.00 - 6.59,6.59
7.26% GOI 2029,GOI Securities,SOV,0.00 - 11.89,6.52
8.21% Rajasthan State 2022,State Development Loan,SOV,5.25 - 6.92,6.36
9.95% Syndicate Bank,Debenture,A+,0.00 - 5.50,5.50
7.17% GOI 2028,GOI Securities,SOV,0.00 - 6.97,4.81
9.38% MTNL 2023,Bonds,AAA,2.72 - 4.23,4.23
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 4.14,4.14
8.39% Rajasthan State 2026,State Development Loan,SOV,2.64 - 4.06,4.06
8.21% Haryana State 2022,State Development Loan,SOV,2.63 - 4.05,4.05
8.45% State Bank of India 2026,Bonds,AAA,2.57 - 3.99,3.99
8.5% Vedanta 2021,Non Convertible Debenture,AA,2.55 - 3.86,3.86
Reliance Jio Infocomm 2023,Non Convertible Debenture,AAA,2.51 - 3.85,3.85
7.95% LIC Housing Fin. 2022,Bonds,AAA,3.03 - 4.47,3.27
9.5% Union Bank of India 2048,Bonds,AA-,2.30 - 2.83,2.70
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 2.29,2.29
7.7% Jamnagar Utilities and Power 2023,Non Convertible Debenture,AAA,0.00 - 2.27,2.27
7.42% Maharashtra State 2022,State Development Loan,SOV,1.33 - 2.08,2.08
8.5% Hazaribagh Ranchi Expressway 2024,Non Convertible Debenture,D,0.00 - 1.57,1.57
8.5% Hazaribagh Ranchi Expressway 2025,Non Convertible Debenture,D,0.00 - 1.18,1.18
8.68% Gujarat State 2023,State Development Loan,SOV,0.53 - 0.83,0.83
7.27% GOI 2026,GOI Securities,SOV,0.00 - 0.81,0.81
7.32% GOI 2024,GOI Securities,SOV,0.00 - 1.37,0.81
Tata Power 2021,Bonds/NCDs,AA-,0.55 - 0.81,0.81
611. HDFC Dynamic Debt Fund - Direct Plan
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 8.31,8.31
9% Union Bank of India 2099,Bonds,AA-,5.54 - 7.60,6.62
7.57% GOI 2033,GOI Securities,SOV,0.00 - 6.59,6.59
7.26% GOI 2029,GOI Securities,SOV,0.00 - 11.89,6.52
8.21% Rajasthan State 2022,State Development Loan,SOV,5.25 - 6.92,6.36
9.95% Syndicate Bank,Debenture,A+,0.00 - 5.50,5.50
7.17% GOI 2028,GOI Securities,SOV,0.00 - 6.97,4.81
9.38% MTNL 2023,Bonds,AAA,2.72 - 4.23,4.23
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 4.14,4.14
8.39% Rajasthan State 2026,State Development Loan,SOV,2.64 - 4.06,4.06
8.21% Haryana State 2022,State Development Loan,SOV,2.63 - 4.05,4.05
8.45% State Bank of India 2026,Bonds,AAA,2.57 - 3.99,3.99
8.5% Vedanta 2021,Non Convertible Debenture,AA,2.55 - 3.86,3.86
Reliance Jio Infocomm 2023,Non Convertible Debenture,AAA,2.51 - 3.85,3.85
7.95% LIC Housing Fin. 2022,Bonds,AAA,3.03 - 4.47,3.27
9.5% Union Bank of India 2048,Bonds,AA-,2.30 - 2.83,2.70
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 2.29,2.29
7.7% Jamnagar Utilities and Power 2023,Non Convertible Debenture,AAA,0.00 - 2.27,2.27
7.42% Maharashtra State 2022,State Development Loan,SOV,1.33 - 2.08,2.08
8.5% Hazaribagh Ranchi Expressway 2024,Non Convertible Debenture,D,0.00 - 1.57,1.57
8.5% Hazaribagh Ranchi Expressway 2025,Non Convertible Debenture,D,0.00 - 1.18,1.18
8.68% Gujarat State 2023,State Development Loan,SOV,0.53 - 0.83,0.83
7.27% GOI 2026,GOI Securities,SOV,0.00 - 0.81,0.81
7.32% GOI 2024,GOI Securities,SOV,0.00 - 1.37,0.81
Tata Power 2021,Bonds/NCDs,AA-,0.55 - 0.81,0.81
614. HDFC Fixed Maturity Plan - 1099 Days - June 2018 (1) - Direct Plan
8.5% SIDBI 2021,Debenture,AAA,10.21 - 10.94,10.21
HDB Financial Services 2021,Zero Coupon Bonds,AAA,10.01 - 10.17,10.17
8.25% Tata Sons 2021,Non Convertible Debenture,AAA,9.94 - 10.69,9.94
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,9.84 - 10.54,9.84
8.15% Rajasthan State 2021,State Development Loan,SOV,9.17 - 9.81,9.17
7.65% IRFC 2021,Debenture,AAA,9.01 - 9.63,9.01
HDFC 2021,Zero Coupon Bonds,AAA,8.24 - 8.33,8.33
8.56% Gujarat State 2021,State Development Loan,SOV,4.61 - 4.96,4.61
8.68% Gujarat State 2021,State Development Loan,SOV,4.61 - 4.98,4.61
7.7% REC 2021,Bonds/NCDs,AAA,4.47 - 4.80,4.47
7.73% REC 2021,Debenture,AAA,3.75 - 4.03,3.75
8.68% Tamilnadu State 2021,State Development Loan,SOV,2.77 - 2.98,2.77
8.5% LIC Housing Fin. 2021,Debenture,AAA,2.26 - 2.42,2.26
7.2525% Bajaj Finance 2020,Debenture,AAA,0.00 - 1.80,1.78
7.18% REC 2021,Debenture,AAA,1.77 - 1.90,1.77
8.525% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 1.52,1.44
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.91,0.89
7.2% HDFC 2020,Debenture,AAA,0.00 - 0.46,0.45
9.3% Power Grid Corporation 2021,Bonds,AAA,0.35 - 0.37,0.35
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.36,0.34
8.39% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.26,0.24
615. HDFC Fixed Maturity Plan - 1099 Days - June 2018 (1) - Regular Plan
8.5% SIDBI 2021,Debenture,AAA,10.21 - 10.94,10.21
HDB Financial Services 2021,Zero Coupon Bonds,AAA,10.01 - 10.17,10.17
8.25% Tata Sons 2021,Non Convertible Debenture,AAA,9.94 - 10.69,9.94
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,9.84 - 10.54,9.84
8.15% Rajasthan State 2021,State Development Loan,SOV,9.17 - 9.81,9.17
7.65% IRFC 2021,Debenture,AAA,9.01 - 9.63,9.01
HDFC 2021,Zero Coupon Bonds,AAA,8.24 - 8.33,8.33
8.56% Gujarat State 2021,State Development Loan,SOV,4.61 - 4.96,4.61
8.68% Gujarat State 2021,State Development Loan,SOV,4.61 - 4.98,4.61
7.7% REC 2021,Bonds/NCDs,AAA,4.47 - 4.80,4.47
7.73% REC 2021,Debenture,AAA,3.75 - 4.03,3.75
8.68% Tamilnadu State 2021,State Development Loan,SOV,2.77 - 2.98,2.77
8.5% LIC Housing Fin. 2021,Debenture,AAA,2.26 - 2.42,2.26
7.2525% Bajaj Finance 2020,Debenture,AAA,0.00 - 1.80,1.78
7.18% REC 2021,Debenture,AAA,1.77 - 1.90,1.77
8.525% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 1.52,1.44
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.91,0.89
7.2% HDFC 2020,Debenture,AAA,0.00 - 0.46,0.45
9.3% Power Grid Corporation 2021,Bonds,AAA,0.35 - 0.37,0.35
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.36,0.34
8.39% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.26,0.24
616. HDFC Fixed Maturity Plan - 1100 Days - April 2019 (1) - Direct Plan
8.58% HDFC 2022,Debenture,AAA,9.38 - 9.60,9.38
7.93% NTPC 2022,Non Convertible Debenture,AAA,9.38 - 9.62,9.38
8.3% Reliance Industries 2022,Debenture,AAA,9.35 - 9.59,9.35
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,9.32 - 9.53,9.32
7.6% Nat. Highways Authority 2022,Bonds,AAA,9.29 - 9.54,9.29
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,9.28 - 9.53,9.28
7.95% LIC Housing Fin. 2022,Bonds,AAA,9.25 - 9.45,9.25
8.25% Tata Sons 2022,Debenture,AAA,9.15 - 9.40,9.15
9.3% Export-Import Bank 2022,Bonds,AAA,8.68 - 8.91,8.68
7.42% Maharashtra State 2022,State Development Loan,SOV,7.31 - 7.44,7.31
7.46% REC 2022,Non Convertible Debenture,AAA,5.63 - 5.75,5.63
617. HDFC Fixed Maturity Plan - 1100 Days - April 2019 (1) - Regular Plan
8.58% HDFC 2022,Debenture,AAA,9.38 - 9.60,9.38
7.93% NTPC 2022,Non Convertible Debenture,AAA,9.38 - 9.62,9.38
8.3% Reliance Industries 2022,Debenture,AAA,9.35 - 9.59,9.35
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,9.32 - 9.53,9.32
7.6% Nat. Highways Authority 2022,Bonds,AAA,9.29 - 9.54,9.29
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,9.28 - 9.53,9.28
7.95% LIC Housing Fin. 2022,Bonds,AAA,9.25 - 9.45,9.25
8.25% Tata Sons 2022,Debenture,AAA,9.15 - 9.40,9.15
9.3% Export-Import Bank 2022,Bonds,AAA,8.68 - 8.91,8.68
7.42% Maharashtra State 2022,State Development Loan,SOV,7.31 - 7.44,7.31
7.46% REC 2022,Non Convertible Debenture,AAA,5.63 - 5.75,5.63
