Company,Instrument,Credit Rating,1Y Range,% Assets
7.65% LIC Housing Fin. 2020,Debenture,AAA,1.30 - 1.38,1.37
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 0.30,0.30
61. Aditya Birla Sun Life Fixed Term Plan - Series QQ (1100 Days) - Regular Plan
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,9.89 - 10.50,10.32
10.1% L&T Vadodara Bharuch Tollway 2021,Debenture,A,9.04 - 9.58,9.37
10.25% Adani Transmission 2021,Debenture,AA+,8.90 - 9.34,9.02
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.55,8.55
9.1% Shriram Transport Finance 2021,Debenture,AA+,8.07 - 8.44,8.29
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 7.70,7.60
JM Financial Products 2021,Debenture,AA,6.30 - 6.81,6.79
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,6.20 - 6.55,6.38
Sprit Infrapower and Multiventures 2021,Debenture,BBB-,0.00 - 8.36,4.61
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 4.24,4.19
9.15% Coastal Gujarat Power 2021,Debenture,AA,0.00 - 4.20,4.13
9.7% Power Finance Corp. 2021,Bonds,AAA,0.00 - 3.19,3.14
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 2.33,2.27
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,1.96 - 2.09,2.05
9% M&M Financial Services 2021,Debenture,AAA,0.00 - 2.06,2.02
8.5% Vedanta 2021,Non Convertible Debenture,AA,1.92 - 2.03,1.99
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 0.92,0.91
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 0.83,0.82
8.711% HDB Financial Services 2021,Bonds/Debentures,AAA,0.00 - 0.21,0.21
62. Aditya Birla Sun Life Fixed Term Plan - Series QR (1126 Days) - Regular Plan
7.47% Power Finance Corp. 2021,Bonds,AAA,11.42 - 11.94,11.42
7.5% Tata Motors 2021,Debenture,AA-,0.00 - 10.45,10.42
8.5% Vedanta 2021,Non Convertible Debenture,AA,10.24 - 10.99,10.31
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,9.37 - 9.92,9.37
10.1% L&T Vadodara Bharuch Tollway 2021,Debenture,A,9.12 - 9.71,9.12
10.25% Adani Transmission 2021,Debenture,AA+,8.87 - 9.78,8.87
9.75% Uttar Pradesh Power Corporation 2021,Debenture,AA-,8.82 - 9.63,8.82
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.32,8.32
7.65% IRFC 2021,Debenture,AAA,0.00 - 6.18,5.93
8.12% Nabha Power 2021,Debenture,AAA,4.92 - 5.24,4.92
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 3.26,3.09
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 1.26,1.23
9.15% Coastal Gujarat Power 2021,Debenture,AA,0.00 - 0.62,0.61
SIDBI 2020,Debenture,A1+,0.00 - 0.03,0.03
63. Aditya Birla Sun Life Fixed Term Plan - Series QS (1100 Days) - Regular Plan
7.64% Punjab State 2021,State Development Loan,SOV,29.71 - 31.57,29.71
Sundaram Finance 2021,Debenture,AAA,11.83 - 12.14,12.14
8.5% SIDBI 2021,Debenture,AAA,10.89 - 11.57,10.89
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,10.51 - 11.17,10.51
8.12% Nabha Power 2021,Debenture,AAA,8.91 - 9.56,8.91
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,8.69 - 9.28,8.69
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 7.72,7.72
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 3.89,3.82
8.36% Ultratech Cement 2021,Debenture,AAA,1.05 - 1.12,1.05
SIDBI 2020,Debenture,A1+,0.00 - 0.98,0.98
64. Aditya Birla Sun Life Fixed Term Plan - Series QT (1100 Days) - Regular Plan
7.64% Punjab State 2021,State Development Loan,SOV,18.58 - 19.75,18.58
Sundaram Finance 2021,Debenture,AAA,11.80 - 12.10,12.10
8.5% SIDBI 2021,Debenture,AAA,10.97 - 11.66,10.97
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,10.95 - 11.63,10.95
8.36% Ultratech Cement 2021,Debenture,AAA,10.91 - 11.62,10.91
8.12% Nabha Power 2021,Debenture,AAA,9.11 - 9.77,9.11
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,9.01 - 9.62,9.01
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.21,8.21
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 6.43,6.41
65. Aditya Birla Sun Life Fixed Term Plan - Series QU (1100 Days) - Regular Plan
7.62% Odisha State,State Development Loan,SOV,16.81 - 17.98,16.81
7.9% Tata Sons 2020,Debenture,AAA,10.61 - 11.44,10.61
Sundaram Finance 2021,Debenture,AAA,10.23 - 10.43,10.43
8.36% Ultratech Cement 2021,Debenture,AAA,10.15 - 10.89,10.15
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.12 - 10.82,10.12
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,8.90 - 9.57,8.90
8.12% Nabha Power 2021,Debenture,AAA,8.83 - 9.54,8.83
6.99% REC 2020,Debenture,AAA,7.71 - 8.22,7.71
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 3.68,3.64
9.48% REC 2021,Bonds,AAA,3.41 - 3.70,3.41
8.5% SIDBI 2021,Debenture,AAA,3.18 - 3.40,3.18
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 2.03,2.02
Sundaram Finance 2021,Debenture,AAA,1.55 - 1.58,1.58
66. Aditya Birla Sun Life Fixed Term Plan - Series QV (1100 Days) - Regular Plan
Sundaram Finance 2021,Debenture,AAA,11.26 - 11.48,11.48
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.47 - 11.21,10.47
7.9% Tata Sons 2020,Debenture,AAA,10.29 - 11.11,10.29
8.4% SIDBI 2021,Debenture,AAA,10.15 - 10.84,10.15
1.5% HDFC 2020,Debenture,AAA,9.77 - 10.76,9.77
8.36% Ultratech Cement 2021,Debenture,AAA,9.70 - 10.42,9.70
7.5% Power Finance Corp. 2021,Debenture,AAA,9.55 - 10.16,9.55
8.53% Puducherry State 2021,State Development Loan,SOV,7.83 - 8.47,7.83
8.66% Andhra Pradesh State 2021,State Development Loan,SOV,6.06 - 6.52,6.06
7.7% HUDCO 2020,Debenture,AAA,5.98 - 6.47,5.98
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 2.85,2.84
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 2.01,1.99
SIDBI 2020,Debenture,A1+,0.00 - 1.09,1.09
6.99% REC 2020,Debenture,AAA,0.15 - 0.16,0.15
67. Aditya Birla Sun Life Fixed Term Plan - Series QX (1103 Days) - Regular Plan
Sundaram Finance 2021,Debenture,AAA,11.03 - 11.26,11.26
8.4% SIDBI 2021,Debenture,AAA,10.38 - 11.05,10.38
7.7% HUDCO 2020,Debenture,AAA,10.19 - 10.98,10.19
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.17 - 10.86,10.17
7.9% Tata Sons 2020,Debenture,AAA,10.17 - 10.95,10.17
8.4% Power Grid Corporation 2020,Debenture,AAA,10.07 - 10.91,10.07
1.5% HDFC 2020,Debenture,AAA,8.69 - 9.57,8.69
7.5% Power Finance Corp. 2021,Debenture,AAA,8.46 - 8.98,8.46
6.99% REC 2020,Debenture,AAA,8.42 - 8.97,8.42
8.36% Ultratech Cement 2021,Debenture,AAA,3.44 - 3.68,3.44
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 3.43,3.39
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 2.07,2.07
68. Aditya Birla Sun Life Fixed Term Plan - Series QY (1100 Days) - Regular Plan
Sundaram Finance 2021,Debenture,AAA,11.85 - 12.10,12.10
6.99% REC 2020,Debenture,AAA,11.12 - 11.85,11.12
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,11.07 - 11.82,11.07
7.7% HUDCO 2020,Debenture,AAA,10.90 - 11.75,10.90
1.5% HDFC 2020,Debenture,AAA,9.53 - 10.46,9.53
8.4% SIDBI 2021,Debenture,AAA,9.52 - 10.14,9.52
7.8% HDB Financial Services 2020,Bonds,AAA,8.56 - 9.15,8.56
8.4% Power Grid Corporation 2020,Debenture,AAA,6.42 - 6.95,6.42
8.36% Ultratech Cement 2021,Debenture,AAA,4.73 - 5.06,4.73
7.9% Tata Sons 2020,Debenture,AAA,3.42 - 3.68,3.42
6.91% NHPC 2020,Debenture,AAA,3.10 - 3.31,3.10
SIDBI 2020,Debenture,A1+,0.00 - 2.28,2.28
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.89,1.86
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 0.79,0.79
7.65% LIC Housing Fin. 2020,Debenture,AAA,0.47 - 0.50,0.47
69. Aditya Birla Sun Life Fixed Term Plan - Series RA (1100 Days) - Regular Plan
6.99% REC 2020,Debenture,AAA,11.25 - 11.97,11.25
7.65% IRFC 2021,Debenture,AAA,0.00 - 11.77,11.16
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.87 - 11.59,10.87
9.61% Power Finance Corp. 2021,Bonds,AAA,10.84 - 11.69,10.84
8.4% SIDBI 2021,Debenture,AAA,10.82 - 11.50,10.82
7.9% Tata Sons 2020,Debenture,AAA,10.73 - 11.53,10.73
7.65% L&T Finance 2020,Non Convertible Debenture,AAA,10.44 - 11.21,10.44
1.5% HDFC 2020,Debenture,AAA,10.40 - 11.40,10.40
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 2.11,2.11
7.8% HDB Financial Services 2020,Bonds,AAA,1.49 - 1.59,1.49
8.4% Gujarat State 2020,State Development Loan,SOV,1.29 - 1.39,1.29
SIDBI 2020,Debenture,A1+,0.00 - 1.02,1.02
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.98,0.98
8.4% Power Grid Corporation 2021,Bonds,AAA,0.00 - 0.96,0.91
7.65% LIC Housing Fin. 2020,Debenture,AAA,0.08 - 0.09,0.08
70. Aditya Birla Sun Life Fixed Term Plan - Series RC (1295 Days) - Regular Plan
8.46% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 11.92,11.25
8.55% Power Finance Corp. 2021,Bonds,AAA,10.98 - 11.78,10.98
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,9.97 - 10.66,9.97
1.5% HDFC 2020,Debenture,AAA,9.91 - 10.96,9.91
7.8% HDB Financial Services 2020,Bonds,AAA,7.92 - 8.53,7.92
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 7.39,7.39
Sundaram Finance 2022,Zero Coupon Bonds,AAA,0.00 - 6.70,6.70
6.91% NHPC 2020,Debenture,AAA,6.63 - 7.10,6.63
8.44% REC 2021,Bonds,AAA,5.97 - 6.42,5.97
7.14% REC 2021,Bonds,AAA,5.06 - 5.39,5.06
8.21% Haryana State 2022,State Development Loan,SOV,3.93 - 4.21,3.93
8.4% SIDBI 2021,Debenture,AAA,3.13 - 3.35,3.13
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 2.27,2.21
Sundaram Finance 2021,Debenture,AAA,1.21 - 1.23,1.23
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,1.04 - 1.12,1.04
8.73% Power Grid Corporation 2021,Bonds,AAA,0.92 - 0.99,0.92
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.52,0.51
8.4% Power Grid Corporation 2021,Bonds,AAA,0.00 - 0.41,0.39
7.9% Tata Sons 2020,Debenture,AAA,0.18 - 11.82,0.18
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.16,0.16
71. Aditya Birla Sun Life Fixed Term Plan - Series RD (1293 Days) - Regular Plan
8.81% SIDBI 2022,Debenture,AAA,10.98 - 11.74,10.98
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,10.95 - 11.75,10.95
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 11.68,10.91
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 10.83,10.83
7.65% LIC Housing Fin. 2020,Debenture,AAA,10.63 - 11.38,10.63
7.27% Power Finance Corp. 2021,Debenture,AAA,10.56 - 11.23,10.56
6.99% REC 2020,Debenture,AAA,10.55 - 11.33,10.55
8.46% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 9.62,9.07
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,0.00 - 4.85,4.57
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 4.16,4.05
7.7% HUDCO 2020,Debenture,AAA,1.77 - 11.56,1.77
72. Aditya Birla Sun Life Fixed Term Plan - Series RE (1100 Days) - Regular Plan
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 11.74,11.13
8.4% SIDBI 2021,Debenture,AAA,11.03 - 11.61,11.03
7.47% Power Finance Corp. 2021,Bonds,AAA,10.78 - 11.31,10.78
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,9.27 - 9.84,9.27
8.12% Nabha Power 2021,Debenture,AAA,9.24 - 9.86,9.24
8.5% Vedanta 2021,Non Convertible Debenture,AA,8.94 - 9.63,9.00
10.25% Adani Transmission 2021,Debenture,AA+,8.97 - 9.93,8.97
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.53,8.53
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,5.50 - 11.61,5.50
9.15% Coastal Gujarat Power 2021,Debenture,AA,0.00 - 4.77,4.72
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 3.84,3.84
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 1.65,1.61
7.65% IRFC 2021,Debenture,AAA,0.00 - 1.48,1.42
73. Aditya Birla Sun Life Fixed Term Plan - Series RH (1281 Days) - Regular Plan
7.7% HDB Financial Services 2020,Debenture,AAA,10.55 - 11.35,10.55
7.08% SIDBI 2020,Non Convertible Debenture,AAA,10.54 - 11.29,10.54
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 10.30,10.30
7.24% REC 2021,Debenture,AAA,10.11 - 10.81,10.11
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 9.83,9.83
8.39% Rajasthan State 2026,State Development Loan,SOV,8.58 - 9.21,8.58
6.95% Reliance Industries 2020,Debenture,AAA,8.37 - 10.86,8.37
7.27% Power Finance Corp. 2021,Debenture,AAA,6.99 - 7.43,6.99
7.2% IRFC 2020,Bonds,AAA,5.00 - 11.01,5.00
8.21% Haryana State 2022,State Development Loan,SOV,4.75 - 5.09,4.75
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 4.64,4.63
7.47% Power Finance Corp. 2021,Bonds,AAA,3.70 - 3.94,3.70
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.25,1.22
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 10.17,0.86
7.65% IRFC 2021,Debenture,AAA,0.00 - 0.59,0.56
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.10,0.09
74. Aditya Birla Sun Life Fixed Term Plan - Series RI (1100 Days) - Regular Plan
7.47% Power Finance Corp. 2021,Bonds,AAA,11.46 - 12.12,11.46
7.24% REC 2021,Debenture,AAA,11.40 - 12.07,11.40
6.95% Reliance Industries 2020,Debenture,AAA,11.31 - 12.03,11.31
7.21% HUDCO 2020,Bonds,AAA,11.28 - 12.09,11.28
8.4% SIDBI 2021,Debenture,AAA,11.23 - 11.93,11.23
7.9% Tata Sons 2020,Debenture,AAA,11.19 - 12.02,11.19
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,11.19 - 11.92,11.19
1.5% HDFC 2020,Debenture,AAA,10.72 - 11.82,10.72
7.65% IRFC 2021,Debenture,AAA,0.00 - 2.03,1.93
SIDBI 2020,Debenture,A1+,0.00 - 0.54,0.54
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.39,0.38
75. Aditya Birla Sun Life Fixed Term Plan - Series RL (1254 Days) - Regular Plan
8.81% SIDBI 2022,Debenture,AAA,11.22 - 11.98,11.22
8.83% REC 2022,Non Convertible Debenture,AAA,11.11 - 12.00,11.11
6.95% Reliance Industries 2020,Debenture,AAA,11.10 - 11.91,11.10
7.9% Tata Sons 2020,Debenture,AAA,11.01 - 11.93,11.01
1.5% HDFC 2020,Debenture,AAA,9.75 - 10.85,9.75
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 8.88,8.88
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,6.68 - 8.76,8.19
7.27% Power Finance Corp. 2021,Debenture,AAA,7.93 - 8.42,7.93
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 6.22,6.21
7.47% Power Finance Corp. 2021,Bonds,AAA,3.18 - 3.40,3.18
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 3.06,3.06
7.21% HUDCO 2020,Bonds,AAA,2.39 - 12.07,2.39
8.46% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.87,0.82
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 0.50,0.49
8.58% HDFC 2022,Debenture,AAA,0.00 - 0.33,0.33
8.95% Maharashtra State 2022,State Development Loan,SOV,0.01 - 0.01,0.01
8.99% Gujarat State 2022,State Development Loan,SOV,0.00 - 0.00,0.00
76. Aditya Birla Sun Life Fixed Term Plan - Series RN (1240 Days) - Regular Plan
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 11.99,11.99
LIC Housing Fin. 2022,Debenture,AAA,11.65 - 11.78,11.77
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,10.93 - 11.62,10.93
8.81% SIDBI 2022,Debenture,AAA,10.91 - 11.69,10.91
6.95% Reliance Industries 2020,Debenture,AAA,10.90 - 11.69,10.90
8.83% REC 2022,Non Convertible Debenture,AAA,10.84 - 11.72,10.84
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,10.55 - 11.32,10.55
8.55% Power Finance Corp. 2021,Bonds,AAA,9.80 - 10.53,9.80
HDB Financial Services 2022,Debenture,AAA,4.84 - 4.91,4.91
8.46% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 2.20,2.07
8.4% Power Grid Corporation 2021,Bonds,AAA,0.00 - 0.52,0.49
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.29,0.29
7.7% HUDCO 2020,Debenture,AAA,0.27 - 0.29,0.27
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 0.22,0.22
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.20,0.20
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 0.02,0.02
77. Aditya Birla Sun Life Fixed Term Plan - Series RO (1241 Days) - Regular Plan
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 11.95,11.95
LIC Housing Fin. 2022,Debenture,AAA,11.79 - 11.94,11.94
8.81% SIDBI 2022,Debenture,AAA,11.11 - 11.87,11.11
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,11.09 - 11.75,11.09
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,11.03 - 11.80,11.03
8.4% Power Grid Corporation 2021,Bonds,AAA,0.00 - 11.62,11.00
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 11.65,11.00
7.65% IRFC 2021,Debenture,AAA,0.00 - 8.27,7.79
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 6.73,6.55
8.58% HDFC 2022,Debenture,AAA,0.00 - 1.35,1.31
78. Aditya Birla Sun Life Fixed Term Plan - Series RP (1239 Days) - Regular Plan
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 12.05,12.05
HDB Financial Services 2022,Debenture,AAA,11.91 - 12.03,12.03
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 11.89,11.89
8.81% SIDBI 2022,Debenture,AAA,0.00 - 11.78,11.05
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,9.99 - 11.69,10.97
8.35% REC 2022,Debenture,AAA,0.00 - 11.32,10.84
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,9.88 - 10.52,9.88
8.46% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 8.96,8.42
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,0.00 - 4.14,3.90
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 2.68,2.53
8.4% Power Grid Corporation 2021,Bonds,AAA,0.00 - 2.00,1.89
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 0.79,0.76
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.26,0.25
79. Aditya Birla Sun Life Fixed Term Plan - Series RQ (1103 Days) - Regular Plan
Kotak Mahindra Prime 2020,Debenture,AAA,0.00 - 12.02,12.02
7.24% IRFC 2021,Bonds,AAA,0.00 - 11.85,11.69
7.4% Power Finance Corp. 2021,Bonds,AAA,0.00 - 11.76,11.30
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.00 - 11.80,11.20
7.59% HUDCO 2020,Bonds,AAA,0.00 - 11.84,11.20
9.02% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 11.82,11.18
8.44% REC 2021,Bonds,AAA,0.00 - 11.76,11.18
8.4% SIDBI 2021,Debenture,AAA,0.00 - 8.70,8.26
SIDBI 2020,Debenture,A1+,0.00 - 3.37,3.37
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.49,0.49
80. Aditya Birla Sun Life Fixed Term Plan - Series RR (1240 Days) - Regular Plan
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 11.94,11.94
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 11.85,11.22
8.81% SIDBI 2022,Debenture,AAA,0.00 - 11.76,11.10
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,2.75 - 11.62,11.09
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 11.67,11.03
8.35% REC 2022,Debenture,AAA,0.00 - 11.36,10.89
8.4% Power Grid Corporation 2021,Bonds,AAA,0.00 - 11.40,10.77
HDB Financial Services 2022,Debenture,AAA,0.00 - 8.26,8.26
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 8.04,8.04
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.14,1.11
81. Aditya Birla Sun Life Fixed Term Plan - Series RU (1225 Days) - Regular Plan
Bajaj Finance 2022,Zero Coupon Bonds,AAA,11.57 - 11.71,11.71
LIC Housing Fin. 2022,Debenture,AAA,11.62 - 11.71,11.70
HDB Financial Services 2022,Debenture,AAA,11.57 - 11.67,11.67
7.27% Power Finance Corp. 2021,Debenture,AAA,10.91 - 11.47,10.91
8.81% SIDBI 2022,Debenture,AAA,10.88 - 11.60,10.88
8.46% HUDCO 2022,Non Convertible Debenture,AAA,10.78 - 11.46,10.78
8.83% REC 2022,Non Convertible Debenture,AAA,10.77 - 11.50,10.77
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,6.11 - 11.50,6.11
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 5.17,5.17
7.65% IRFC 2021,Debenture,AAA,5.07 - 5.40,5.07
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.43,1.39
82. Aditya Birla Sun Life Fixed Term Plan - Series RV (1224 Days) - Regular Plan
Bajaj Finance 2022,Zero Coupon Bonds,AAA,11.66 - 11.81,11.81
LIC Housing Fin. 2022,Debenture,AAA,11.72 - 11.81,11.81
HDB Financial Services 2022,Debenture,AAA,11.66 - 11.77,11.77
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,11.22 - 11.93,11.22
8.46% HUDCO 2022,Non Convertible Debenture,AAA,11.19 - 11.89,11.19
8.83% REC 2022,Non Convertible Debenture,AAA,11.18 - 11.93,11.18
8.81% SIDBI 2022,Debenture,AAA,10.98 - 11.69,10.98
7.27% Power Finance Corp. 2021,Debenture,AAA,7.84 - 8.23,7.84
7.65% IRFC 2021,Debenture,AAA,6.73 - 7.16,6.73
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.58,1.53
83. Aditya Birla Sun Life Fixed Term Plan - Series RW (1202 Days) - Regular Plan
LIC Housing Fin. 2022,Debenture,AAA,11.46 - 11.55,11.55
HDB Financial Services 2022,Debenture,AAA,11.41 - 11.52,11.52
M&M Financial Services 2022,Debenture,AAA,11.38 - 11.49,11.43
8.4% HUDCO 2022,Non Convertible Debenture,AAA,11.03 - 11.71,11.03
8.35% REC 2022,Debenture,AAA,0.00 - 11.39,10.93
7.47% Power Finance Corp. 2021,Bonds,AAA,10.75 - 11.32,10.75
8.81% SIDBI 2022,Debenture,AAA,10.74 - 11.44,10.74
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,7.51 - 11.77,7.51
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 4.78,4.78
8.4% Power Grid Corporation 2021,Bonds,AAA,0.00 - 4.17,3.94
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 2.01,1.96
84. Aditya Birla Sun Life Fixed Term Plan - Series RX (1200 Days) - Regular Plan
M&M Financial Services 2022,Debenture,AAA,11.63 - 11.78,11.78
8.35% REC 2022,Debenture,AAA,0.00 - 11.65,11.24
7.5% Tata Motors 2021,Debenture,AA-,0.00 - 11.10,11.02
Sundaram Bnp Paribas Home Finance 2022,Debenture,AA+,9.94 - 10.07,10.07
7.85% Bhopal Dhule Transmission 2022,Debenture,AAA,9.36 - 9.95,9.36
10.15% Uttar Pradesh Power Corporation 2022,Debenture,A+,9.12 - 9.86,9.12
9.05% Essel Lucknow Raebareli Toll Roads 2022,Debenture,AAA,9.11 - 9.75,9.11
10.1% L&T Vadodara Bharuch Tollway 2021,Debenture,A,9.07 - 9.59,9.07
9.4756% Tata Capital Financial Services 2022,Non Convertible Debenture,AAA,7.61 - 7.96,7.61
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 6.25,6.25
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 3.84,0.73
SIDBI 2020,Debenture,A1+,0.00 - 0.70,0.70
85. Aditya Birla Sun Life Fixed Term Plan - Series RY (1199 Days) - Regular Plan
LIC Housing Fin. 2022,Debenture,AAA,11.37 - 11.47,11.46
HDB Financial Services 2022,Debenture,AAA,11.32 - 11.43,11.43
M&M Financial Services 2022,Debenture,AAA,11.30 - 11.40,11.34
7.47% Power Finance Corp. 2021,Bonds,AAA,11.18 - 11.68,11.18
8.4% HUDCO 2022,Non Convertible Debenture,AAA,11.02 - 11.62,11.02
8.35% REC 2022,Debenture,AAA,0.00 - 11.37,10.92
8.81% SIDBI 2022,Debenture,AAA,10.66 - 11.29,10.66
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 5.57,5.57
8.4% Power Grid Corporation 2021,Bonds,AAA,5.51 - 5.83,5.51
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,5.06 - 11.69,5.06
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 1.87,1.82
86. Aditya Birla Sun Life Fixed Term Plan - Series SA (1180 Days) - Regular Plan
HDB Financial Services 2022,Debenture,AAA,11.81 - 14.25,11.93
Bajaj Finance 2022,Zero Coupon Bonds,AAA,11.37 - 14.22,11.53
